DT50,KOC,Freundlich,Rate,Scenario,Result
175,1405,0.85,385,6,0.0
175,1405,0.85,385,7,0.0
175,1405,0.85,385,8,0.0
175,1405,0.85,385,9,0.0
40,215,0.9,415,1,0.0
40,215,0.9,415,2,0.004
40,215,0.9,415,3,0.0
40,215,0.9,415,4,0.003
40,215,0.9,415,5,0.006999999999999999
40,215,0.9,415,6,0.002
40,215,0.9,415,7,0.002
40,215,0.9,415,8,0.0
40,215,0.9,415,9,0.0
90,1925,0.75,1025,1,0.0
90,1925,0.75,1025,2,0.0
90,1925,0.75,1025,3,0.0
90,1925,0.75,1025,4,0.0
90,1925,0.75,1025,5,0.0
90,1925,0.75,1025,6,0.0
90,1925,0.75,1025,7,0.0
90,1925,0.75,1025,8,0.0
90,1925,0.75,1025,9,0.0
125,1725,0.9,1285,1,0.0
125,1725,0.9,1285,2,0.0
125,1725,0.9,1285,3,0.0
125,1725,0.9,1285,4,0.0
125,1725,0.9,1285,5,0.0
125,1725,0.9,1285,6,0.0
125,1725,0.9,1285,7,0.0
125,1725,0.9,1285,8,0.0
125,1725,0.9,1285,9,0.0
10,1255,0.7,1495,1,0.0
10,1255,0.7,1495,2,0.0
10,1255,0.7,1495,3,0.0
10,1255,0.7,1495,4,0.0
10,1255,0.7,1495,5,0.0
10,1255,0.7,1495,6,0.0
10,1255,0.7,1495,7,0.0
10,1255,0.7,1495,8,0.0
10,1255,0.7,1495,9,0.0
20,1745,0.95,165,1,0.0
20,1745,0.95,165,2,0.0
20,1745,0.95,165,3,0.0
20,1745,0.95,165,4,0.0
20,1745,0.95,165,5,0.0
20,1745,0.95,165,6,0.0
20,1745,0.95,165,7,0.0
20,1745,0.95,165,8,0.0
20,1745,0.95,165,9,0.0
20,1705,0.75,485,1,0.0
20,1705,0.75,485,2,0.0
20,1705,0.75,485,3,0.0
20,1705,0.75,485,4,0.0
20,1705,0.75,485,5,0.0
20,1705,0.75,485,6,0.0
20,1705,0.75,485,7,0.0
20,1705,0.75,485,8,0.0
20,1705,0.75,485,9,0.0
160,245,1.1,1095,1,27.715
160,245,1.1,1095,2,52.246
160,245,1.1,1095,3,34.398
160,245,1.1,1095,4,40.51
160,245,1.1,1095,5,45.284
160,245,1.1,1095,6,37.616
160,245,1.1,1095,7,32.772
160,245,1.1,1095,8,3.445
160,245,1.1,1095,9,17.099
105,1315,0.7,1245,1,0.0
105,1315,0.7,1245,2,0.0
105,1315,0.7,1245,3,0.0
105,1315,0.7,1245,4,0.0
105,1315,0.7,1245,5,0.0
105,1315,0.7,1245,6,0.0
105,1315,0.7,1245,7,0.0
105,1315,0.7,1245,8,0.0
105,1315,0.7,1245,9,0.0
135,1725,1.0,915,1,0.0
135,1725,1.0,915,2,0.003
135,1725,1.0,915,3,0.0
135,1725,1.0,915,4,0.003
135,1725,1.0,915,5,0.01
135,1725,1.0,915,6,0.004
135,1725,1.0,915,7,0.002
135,1725,1.0,915,8,0.0
135,1725,1.0,915,9,0.0
195,1595,0.8,1375,1,0.0
195,1595,0.8,1375,2,0.0
195,1595,0.8,1375,3,0.0
195,1595,0.8,1375,4,0.0
195,1595,0.8,1375,5,0.0
195,1595,0.8,1375,6,0.0
195,1595,0.8,1375,7,0.0
195,1595,0.8,1375,8,0.0
195,1595,0.8,1375,9,0.0
80,95,0.75,815,1,0.078
80,95,0.75,815,2,3.938
80,95,0.75,815,3,0.443
80,95,0.75,815,4,2.18
80,95,0.75,815,5,3.894
80,95,0.75,815,6,1.805
80,95,0.75,815,7,1.6469999999999998
80,95,0.75,815,8,0.0
80,95,0.75,815,9,0.002
55,365,0.95,775,1,0.0
55,365,0.95,775,2,0.033
55,365,0.95,775,3,0.003
55,365,0.95,775,4,0.03
55,365,0.95,775,5,0.054000000000000006
55,365,0.95,775,6,0.024
55,365,0.95,775,7,0.022
55,365,0.95,775,8,0.0
55,365,0.95,775,9,0.0
10,1565,1.05,1405,1,0.0
10,1565,1.05,1405,2,0.0
10,1565,1.05,1405,3,0.0
10,1565,1.05,1405,4,0.0
10,1565,1.05,1405,5,0.0
10,1565,1.05,1405,6,0.0
10,1565,1.05,1405,7,0.0
10,1565,1.05,1405,8,0.0
10,1565,1.05,1405,9,0.0
30,1985,1.1,1425,1,0.0
30,1985,1.1,1425,2,0.0
30,1985,1.1,1425,3,0.0
30,1985,1.1,1425,4,0.0
30,1985,1.1,1425,5,0.0
30,1985,1.1,1425,6,0.0
30,1985,1.1,1425,7,0.0
30,1985,1.1,1425,8,0.0
30,1985,1.1,1425,9,0.0
145,1555,0.9,1965,1,0.0
145,1555,0.9,1965,2,0.0
145,1555,0.9,1965,3,0.0
145,1555,0.9,1965,4,0.0
145,1555,0.9,1965,5,0.0
145,1555,0.9,1965,6,0.0
145,1555,0.9,1965,7,0.0
145,1555,0.9,1965,8,0.0
145,1555,0.9,1965,9,0.0
150,1235,1.1,1475,1,0.13699999999999998
150,1235,1.1,1475,2,1.111
150,1235,1.1,1475,3,0.235
150,1235,1.1,1475,4,1.078
150,1235,1.1,1475,5,1.591
150,1235,1.1,1475,6,1.032
150,1235,1.1,1475,7,0.927
150,1235,1.1,1475,8,0.002
150,1235,1.1,1475,9,0.054000000000000006
150,35,0.95,1345,1,252.622
150,35,0.95,1345,2,276.048
150,35,0.95,1345,3,274.045
150,35,0.95,1345,4,216.792
150,35,0.95,1345,5,173.77900000000002
150,35,0.95,1345,6,213.143
150,35,0.95,1345,7,145.874
150,35,0.95,1345,8,111.587
150,35,0.95,1345,9,185.418
145,1285,0.85,55,1,0.0
145,1285,0.85,55,2,0.0
145,1285,0.85,55,3,0.0
145,1285,0.85,55,4,0.0
145,1285,0.85,55,5,0.0
145,1285,0.85,55,6,0.0
145,1285,0.85,55,7,0.0
145,1285,0.85,55,8,0.0
145,1285,0.85,55,9,0.0
115,1355,0.9,1535,1,0.0
115,1355,0.9,1535,2,0.0
115,1355,0.9,1535,3,0.0
115,1355,0.9,1535,4,0.0
115,1355,0.9,1535,5,0.0
115,1355,0.9,1535,6,0.0
115,1355,0.9,1535,7,0.0
115,1355,0.9,1535,8,0.0
115,1355,0.9,1535,9,0.0
155,1815,0.7,505,1,0.0
155,1815,0.7,505,2,0.0
155,1815,0.7,505,3,0.0
155,1815,0.7,505,4,0.0
155,1815,0.7,505,5,0.0
155,1815,0.7,505,6,0.0
155,1815,0.7,505,7,0.0
155,1815,0.7,505,8,0.0
155,1815,0.7,505,9,0.0
165,425,0.7,1205,1,0.0
165,425,0.7,1205,2,0.0
165,425,0.7,1205,3,0.0
165,425,0.7,1205,4,0.0
165,425,0.7,1205,5,0.0
165,425,0.7,1205,6,0.0
165,425,0.7,1205,7,0.0
165,425,0.7,1205,8,0.0
165,425,0.7,1205,9,0.0
155,865,0.8,1645,1,0.0
155,865,0.8,1645,2,0.0
155,865,0.8,1645,3,0.0
155,865,0.8,1645,4,0.0
155,865,0.8,1645,5,0.0
155,865,0.8,1645,6,0.0
155,865,0.8,1645,7,0.0
155,865,0.8,1645,8,0.0
155,865,0.8,1645,9,0.0
145,645,0.85,1325,1,0.0
145,645,0.85,1325,2,0.003
145,645,0.85,1325,3,0.0
145,645,0.85,1325,4,0.001
145,645,0.85,1325,5,0.016
145,645,0.85,1325,6,0.003
145,645,0.85,1325,7,0.002
145,645,0.85,1325,8,0.0
145,645,0.85,1325,9,0.0
140,1175,1.05,935,1,0.016
140,1175,1.05,935,2,0.269
140,1175,1.05,935,3,0.032
140,1175,1.05,935,4,0.257
140,1175,1.05,935,5,0.44
140,1175,1.05,935,6,0.248
140,1175,1.05,935,7,0.223
140,1175,1.05,935,8,0.0
140,1175,1.05,935,9,0.005
155,975,0.8,825,1,0.0
155,975,0.8,825,2,0.0
155,975,0.8,825,3,0.0
155,975,0.8,825,4,0.0
155,975,0.8,825,5,0.0
155,975,0.8,825,6,0.0
155,975,0.8,825,7,0.0
155,975,0.8,825,8,0.0
155,975,0.8,825,9,0.0
120,1515,0.85,795,1,0.0
120,1515,0.85,795,2,0.0
120,1515,0.85,795,3,0.0
120,1515,0.85,795,4,0.0
120,1515,0.85,795,5,0.0
120,1515,0.85,795,6,0.0
120,1515,0.85,795,7,0.0
120,1515,0.85,795,8,0.0
120,1515,0.85,795,9,0.0
35,985,1.05,1805,1,0.0
35,985,1.05,1805,2,0.001
35,985,1.05,1805,3,0.0
35,985,1.05,1805,4,0.001
35,985,1.05,1805,5,0.002
35,985,1.05,1805,6,0.001
35,985,1.05,1805,7,0.001
35,985,1.05,1805,8,0.0
35,985,1.05,1805,9,0.0
5,265,1.05,465,1,0.0
5,265,1.05,465,2,0.0
5,265,1.05,465,3,0.0
5,265,1.05,465,4,0.0
5,265,1.05,465,5,0.0
5,265,1.05,465,6,0.0
5,265,1.05,465,7,0.0
5,265,1.05,465,8,0.0
5,265,1.05,465,9,0.0
45,1005,1.05,1395,1,0.0
45,1005,1.05,1395,2,0.003
45,1005,1.05,1395,3,0.0
45,1005,1.05,1395,4,0.003
45,1005,1.05,1395,5,0.006
45,1005,1.05,1395,6,0.003
45,1005,1.05,1395,7,0.002
45,1005,1.05,1395,8,0.0
45,1005,1.05,1395,9,0.0
190,1955,1.0,45,1,0.0
190,1955,1.0,45,2,0.0
190,1955,1.0,45,3,0.0
190,1955,1.0,45,4,0.0
190,1955,1.0,45,5,0.001
190,1955,1.0,45,6,0.001
190,1955,1.0,45,7,0.0
190,1955,1.0,45,8,0.0
190,1955,1.0,45,9,0.0
100,1445,0.9,1715,1,0.0
100,1445,0.9,1715,2,0.0
100,1445,0.9,1715,3,0.0
100,1445,0.9,1715,4,0.0
100,1445,0.9,1715,5,0.0
100,1445,0.9,1715,6,0.0
100,1445,0.9,1715,7,0.0
100,1445,0.9,1715,8,0.0
100,1445,0.9,1715,9,0.0
70,1775,0.85,1095,1,0.0
70,1775,0.85,1095,2,0.0
70,1775,0.85,1095,3,0.0
70,1775,0.85,1095,4,0.0
70,1775,0.85,1095,5,0.0
70,1775,0.85,1095,6,0.0
70,1775,0.85,1095,7,0.0
70,1775,0.85,1095,8,0.0
70,1775,0.85,1095,9,0.0
70,295,0.85,295,1,0.0
70,295,0.85,295,2,0.0
70,295,0.85,295,3,0.0
70,295,0.85,295,4,0.0
70,295,0.85,295,5,0.001
70,295,0.85,295,6,0.0
70,295,0.85,295,7,0.0
70,295,0.85,295,8,0.0
70,295,0.85,295,9,0.0
120,15,0.85,715,1,149.372
120,15,0.85,715,2,161.487
120,15,0.85,715,3,181.289
120,15,0.85,715,4,131.415
120,15,0.85,715,5,97.507
120,15,0.85,715,6,126.16
120,15,0.85,715,7,77.688
120,15,0.85,715,8,64.176
120,15,0.85,715,9,101.297
15,345,1.05,1055,1,0.0
15,345,1.05,1055,2,0.002
15,345,1.05,1055,3,0.0
15,345,1.05,1055,4,0.002
15,345,1.05,1055,5,0.003
15,345,1.05,1055,6,0.001
15,345,1.05,1055,7,0.001
15,345,1.05,1055,8,0.0
15,345,1.05,1055,9,0.0
180,1465,1.05,255,1,0.005
180,1465,1.05,255,2,0.097
180,1465,1.05,255,3,0.006999999999999999
180,1465,1.05,255,4,0.093
180,1465,1.05,255,5,0.175
180,1465,1.05,255,6,0.1
180,1465,1.05,255,7,0.087
180,1465,1.05,255,8,0.0
180,1465,1.05,255,9,0.001
135,885,0.95,1215,1,0.0
135,885,0.95,1215,2,0.048
135,885,0.95,1215,3,0.0
135,885,0.95,1215,4,0.04
135,885,0.95,1215,5,0.118
135,885,0.95,1215,6,0.047
135,885,0.95,1215,7,0.035
135,885,0.95,1215,8,0.0
135,885,0.95,1215,9,0.0
25,385,0.9,1705,1,0.0
25,385,0.9,1705,2,0.0
25,385,0.9,1705,3,0.0
25,385,0.9,1705,4,0.0
25,385,0.9,1705,5,0.0
25,385,0.9,1705,6,0.0
25,385,0.9,1705,7,0.0
25,385,0.9,1705,8,0.0
25,385,0.9,1705,9,0.0
20,835,0.95,1235,1,0.0
20,835,0.95,1235,2,0.0
20,835,0.95,1235,3,0.0
20,835,0.95,1235,4,0.0
20,835,0.95,1235,5,0.0
20,835,0.95,1235,6,0.0
20,835,0.95,1235,7,0.0
20,835,0.95,1235,8,0.0
20,835,0.95,1235,9,0.0
60,205,1.0,835,1,0.382
60,205,1.0,835,2,3.216
60,205,1.0,835,3,1.131
60,205,1.0,835,4,2.238
60,205,1.0,835,5,3.209
60,205,1.0,835,6,1.842
60,205,1.0,835,7,2.272
60,205,1.0,835,8,0.006999999999999999
60,205,1.0,835,9,0.116
80,425,0.85,1655,1,0.0
80,425,0.85,1655,2,0.002
80,425,0.85,1655,3,0.0
80,425,0.85,1655,4,0.001
80,425,0.85,1655,5,0.005
80,425,0.85,1655,6,0.001
80,425,0.85,1655,7,0.001
80,425,0.85,1655,8,0.0
80,425,0.85,1655,9,0.0
110,1805,1.1,1925,1,0.006
110,1805,1.1,1925,2,0.095
110,1805,1.1,1925,3,0.018000000000000002
110,1805,1.1,1925,4,0.098
110,1805,1.1,1925,5,0.165
110,1805,1.1,1925,6,0.093
110,1805,1.1,1925,7,0.07400000000000001
110,1805,1.1,1925,8,0.0
110,1805,1.1,1925,9,0.002
90,965,0.95,1615,1,0.0
90,965,0.95,1615,2,0.002
90,965,0.95,1615,3,0.0
90,965,0.95,1615,4,0.001
90,965,0.95,1615,5,0.005
90,965,0.95,1615,6,0.002
90,965,0.95,1615,7,0.001
90,965,0.95,1615,8,0.0
90,965,0.95,1615,9,0.0
15,595,0.75,115,1,0.0
15,595,0.75,115,2,0.0
15,595,0.75,115,3,0.0
15,595,0.75,115,4,0.0
15,595,0.75,115,5,0.0
15,595,0.75,115,6,0.0
15,595,0.75,115,7,0.0
15,595,0.75,115,8,0.0
15,595,0.75,115,9,0.0
25,1635,0.95,685,1,0.0
25,1635,0.95,685,2,0.0
25,1635,0.95,685,3,0.0
25,1635,0.95,685,4,0.0
25,1635,0.95,685,5,0.0
25,1635,0.95,685,6,0.0
25,1635,0.95,685,7,0.0
25,1635,0.95,685,8,0.0
25,1635,0.95,685,9,0.0
105,1545,1.05,1665,1,0.001
105,1545,1.05,1665,2,0.03
105,1545,1.05,1665,3,0.003
105,1545,1.05,1665,4,0.03
105,1545,1.05,1665,5,0.06
105,1545,1.05,1665,6,0.029
105,1545,1.05,1665,7,0.022
105,1545,1.05,1665,8,0.0
105,1545,1.05,1665,9,0.0
140,725,0.85,1865,1,0.0
140,725,0.85,1865,2,0.001
140,725,0.85,1865,3,0.0
140,725,0.85,1865,4,0.0
140,725,0.85,1865,5,0.005
140,725,0.85,1865,6,0.001
140,725,0.85,1865,7,0.001
140,725,0.85,1865,8,0.0
140,725,0.85,1865,9,0.0
125,1645,1.0,565,1,0.0
125,1645,1.0,565,2,0.002
125,1645,1.0,565,3,0.0
125,1645,1.0,565,4,0.002
125,1645,1.0,565,5,0.005
125,1645,1.0,565,6,0.002
125,1645,1.0,565,7,0.001
125,1645,1.0,565,8,0.0
125,1645,1.0,565,9,0.0
75,165,1.0,735,1,2.152
75,165,1.0,735,2,9.831
75,165,1.0,735,3,4.654
75,165,1.0,735,4,6.9910000000000005
75,165,1.0,735,5,8.76
75,165,1.0,735,6,5.692
75,165,1.0,735,7,6.351
75,165,1.0,735,8,0.094
75,165,1.0,735,9,0.901
60,1705,1.0,545,1,0.0
60,1705,1.0,545,2,0.0
60,1705,1.0,545,3,0.0
60,1705,1.0,545,4,0.0
60,1705,1.0,545,5,0.0
60,1705,1.0,545,6,0.0
60,1705,1.0,545,7,0.0
60,1705,1.0,545,8,0.0
60,1705,1.0,545,9,0.0
185,265,0.75,1245,1,0.0
185,265,0.75,1245,2,3.5210000000000004
185,265,0.75,1245,3,0.0
185,265,0.75,1245,4,1.956
185,265,0.75,1245,5,4.319
185,265,0.75,1245,6,2.119
185,265,0.75,1245,7,1.832
185,265,0.75,1245,8,0.0
185,265,0.75,1245,9,0.0
130,1485,0.9,1585,1,0.0
130,1485,0.9,1585,2,0.0
130,1485,0.9,1585,3,0.0
130,1485,0.9,1585,4,0.0
130,1485,0.9,1585,5,0.0
130,1485,0.9,1585,6,0.0
130,1485,0.9,1585,7,0.0
130,1485,0.9,1585,8,0.0
130,1485,0.9,1585,9,0.0
195,515,1.0,1055,1,1.746
195,515,1.0,1055,2,8.831
195,515,1.0,1055,3,2.1
195,515,1.0,1055,4,7.427
195,515,1.0,1055,5,9.78
195,515,1.0,1055,6,6.898
195,515,1.0,1055,7,6.905
195,515,1.0,1055,8,0.027000000000000003
195,515,1.0,1055,9,0.752
120,165,0.7,1425,1,0.0
120,165,0.7,1425,2,1.981
120,165,0.7,1425,3,0.0
120,165,0.7,1425,4,0.979
120,165,0.7,1425,5,2.324
120,165,0.7,1425,6,0.8290000000000001
120,165,0.7,1425,7,0.8370000000000001
120,165,0.7,1425,8,0.0
120,165,0.7,1425,9,0.0
60,1075,0.8,1025,1,0.0
60,1075,0.8,1025,2,0.0
60,1075,0.8,1025,3,0.0
60,1075,0.8,1025,4,0.0
60,1075,0.8,1025,5,0.0
60,1075,0.8,1025,6,0.0
60,1075,0.8,1025,7,0.0
60,1075,0.8,1025,8,0.0
60,1075,0.8,1025,9,0.0
45,375,1.1,605,1,0.073
45,375,1.1,605,2,0.669
45,375,1.1,605,3,0.241
45,375,1.1,605,4,0.458
45,375,1.1,605,5,0.6890000000000001
45,375,1.1,605,6,0.389
45,375,1.1,605,7,0.5329999999999999
45,375,1.1,605,8,0.004
45,375,1.1,605,9,0.029
55,1085,0.8,45,1,0.0
55,1085,0.8,45,2,0.0
55,1085,0.8,45,3,0.0
55,1085,0.8,45,4,0.0
55,1085,0.8,45,5,0.0
55,1085,0.8,45,6,0.0
55,1085,0.8,45,7,0.0
55,1085,0.8,45,8,0.0
55,1085,0.8,45,9,0.0
175,5,1.0,1255,1,591.789
175,5,1.0,1255,2,436.641
175,5,1.0,1255,3,552.529
175,5,1.0,1255,4,366.402
175,5,1.0,1255,5,259.782
175,5,1.0,1255,6,405.394
175,5,1.0,1255,7,237.509
175,5,1.0,1255,8,258.459
175,5,1.0,1255,9,364.817
130,265,0.8,515,1,0.0
130,265,0.8,515,2,0.108
130,265,0.8,515,3,0.0
130,265,0.8,515,4,0.055
130,265,0.8,515,5,0.204
130,265,0.8,515,6,0.066
130,265,0.8,515,7,0.054000000000000006
130,265,0.8,515,8,0.0
130,265,0.8,515,9,0.0
80,405,0.9,1465,1,0.0
80,405,0.9,1465,2,0.068
80,405,0.9,1465,3,0.001
80,405,0.9,1465,4,0.053
80,405,0.9,1465,5,0.119
80,405,0.9,1465,6,0.042
80,405,0.9,1465,7,0.039
80,405,0.9,1465,8,0.0
80,405,0.9,1465,9,0.0
185,1465,0.75,75,1,0.0
185,1465,0.75,75,2,0.0
185,1465,0.75,75,3,0.0
185,1465,0.75,75,4,0.0
185,1465,0.75,75,5,0.0
185,1465,0.75,75,6,0.0
185,1465,0.75,75,7,0.0
185,1465,0.75,75,8,0.0
185,1465,0.75,75,9,0.0
150,885,0.7,835,1,0.0
150,885,0.7,835,2,0.0
150,885,0.7,835,3,0.0
150,885,0.7,835,4,0.0
150,885,0.7,835,5,0.0
150,885,0.7,835,6,0.0
150,885,0.7,835,7,0.0
150,885,0.7,835,8,0.0
150,885,0.7,835,9,0.0
135,975,0.7,675,1,0.0
135,975,0.7,675,2,0.0
135,975,0.7,675,3,0.0
135,975,0.7,675,4,0.0
135,975,0.7,675,5,0.0
135,975,0.7,675,6,0.0
135,975,0.7,675,7,0.0
135,975,0.7,675,8,0.0
135,975,0.7,675,9,0.0
90,1045,1.0,275,1,0.0
90,1045,1.0,275,2,0.003
90,1045,1.0,275,3,0.0
90,1045,1.0,275,4,0.003
90,1045,1.0,275,5,0.006
90,1045,1.0,275,6,0.003
90,1045,1.0,275,7,0.002
90,1045,1.0,275,8,0.0
90,1045,1.0,275,9,0.0
40,265,0.7,1765,1,0.0
40,265,0.7,1765,2,0.0
40,265,0.7,1765,3,0.0
40,265,0.7,1765,4,0.0
40,265,0.7,1765,5,0.0
40,265,0.7,1765,6,0.0
40,265,0.7,1765,7,0.0
40,265,0.7,1765,8,0.0
40,265,0.7,1765,9,0.0
135,1425,0.95,125,1,0.0
135,1425,0.95,125,2,0.0
135,1425,0.95,125,3,0.0
135,1425,0.95,125,4,0.0
135,1425,0.95,125,5,0.0
135,1425,0.95,125,6,0.0
135,1425,0.95,125,7,0.0
135,1425,0.95,125,8,0.0
135,1425,0.95,125,9,0.0
40,1305,0.7,35,1,0.0
40,1305,0.7,35,2,0.0
40,1305,0.7,35,3,0.0
40,1305,0.7,35,4,0.0
40,1305,0.7,35,5,0.0
40,1305,0.7,35,6,0.0
40,1305,0.7,35,7,0.0
40,1305,0.7,35,8,0.0
40,1305,0.7,35,9,0.0
10,595,0.7,1025,1,0.0
10,595,0.7,1025,2,0.0
10,595,0.7,1025,3,0.0
10,595,0.7,1025,4,0.0
10,595,0.7,1025,5,0.0
10,595,0.7,1025,6,0.0
10,595,0.7,1025,7,0.0
10,595,0.7,1025,8,0.0
10,595,0.7,1025,9,0.0
95,1705,0.7,275,1,0.0
95,1705,0.7,275,2,0.0
95,1705,0.7,275,3,0.0
95,1705,0.7,275,4,0.0
95,1705,0.7,275,5,0.0
95,1705,0.7,275,6,0.0
95,1705,0.7,275,7,0.0
95,1705,0.7,275,8,0.0
95,1705,0.7,275,9,0.0
155,205,0.9,935,1,6.4270000000000005
155,205,0.9,935,2,20.055
155,205,0.9,935,3,8.92
155,205,0.9,935,4,15.435
155,205,0.9,935,5,19.134
155,205,0.9,935,6,14.548
155,205,0.9,935,7,13.050999999999998
155,205,0.9,935,8,0.091
155,205,0.9,935,9,2.947
115,1345,0.95,855,1,0.0
115,1345,0.95,855,2,0.0
115,1345,0.95,855,3,0.0
115,1345,0.95,855,4,0.0
115,1345,0.95,855,5,0.001
115,1345,0.95,855,6,0.0
115,1345,0.95,855,7,0.0
115,1345,0.95,855,8,0.0
115,1345,0.95,855,9,0.0
60,1255,0.8,685,1,0.0
60,1255,0.8,685,2,0.0
60,1255,0.8,685,3,0.0
60,1255,0.8,685,4,0.0
60,1255,0.8,685,5,0.0
60,1255,0.8,685,6,0.0
60,1255,0.8,685,7,0.0
60,1255,0.8,685,8,0.0
60,1255,0.8,685,9,0.0
130,1605,0.85,215,1,0.0
130,1605,0.85,215,2,0.0
130,1605,0.85,215,3,0.0
130,1605,0.85,215,4,0.0
130,1605,0.85,215,5,0.0
130,1605,0.85,215,6,0.0
130,1605,0.85,215,7,0.0
130,1605,0.85,215,8,0.0
130,1605,0.85,215,9,0.0
25,265,1.05,905,1,0.004
25,265,1.05,905,2,0.115
25,265,1.05,905,3,0.028
25,265,1.05,905,4,0.075
25,265,1.05,905,5,0.122
25,265,1.05,905,6,0.049
25,265,1.05,905,7,0.084
25,265,1.05,905,8,0.0
25,265,1.05,905,9,0.001
70,515,0.9,975,1,0.0
70,515,0.9,975,2,0.001
70,515,0.9,975,3,0.0
70,515,0.9,975,4,0.001
70,515,0.9,975,5,0.002
70,515,0.9,975,6,0.001
70,515,0.9,975,7,0.0
70,515,0.9,975,8,0.0
70,515,0.9,975,9,0.0
200,1455,0.75,1425,1,0.0
200,1455,0.75,1425,2,0.0
200,1455,0.75,1425,3,0.0
200,1455,0.75,1425,4,0.0
200,1455,0.75,1425,5,0.0
200,1455,0.75,1425,6,0.0
200,1455,0.75,1425,7,0.0
200,1455,0.75,1425,8,0.0
200,1455,0.75,1425,9,0.0
85,935,0.85,1225,1,0.0
85,935,0.85,1225,2,0.0
85,935,0.85,1225,3,0.0
85,935,0.85,1225,4,0.0
85,935,0.85,1225,5,0.0
85,935,0.85,1225,6,0.0
85,935,0.85,1225,7,0.0
85,935,0.85,1225,8,0.0
85,935,0.85,1225,9,0.0
60,525,0.75,145,1,0.0
60,525,0.75,145,2,0.0
60,525,0.75,145,3,0.0
60,525,0.75,145,4,0.0
60,525,0.75,145,5,0.0
60,525,0.75,145,6,0.0
60,525,0.75,145,7,0.0
60,525,0.75,145,8,0.0
60,525,0.75,145,9,0.0
150,1445,0.8,1815,1,0.0
150,1445,0.8,1815,2,0.0
150,1445,0.8,1815,3,0.0
150,1445,0.8,1815,4,0.0
150,1445,0.8,1815,5,0.0
150,1445,0.8,1815,6,0.0
150,1445,0.8,1815,7,0.0
150,1445,0.8,1815,8,0.0
150,1445,0.8,1815,9,0.0
200,1835,0.7,875,1,0.0
200,1835,0.7,875,2,0.0
200,1835,0.7,875,3,0.0
200,1835,0.7,875,4,0.0
200,1835,0.7,875,5,0.0
200,1835,0.7,875,6,0.0
200,1835,0.7,875,7,0.0
200,1835,0.7,875,8,0.0
200,1835,0.7,875,9,0.0
155,1295,0.8,1775,1,0.0
155,1295,0.8,1775,2,0.0
155,1295,0.8,1775,3,0.0
155,1295,0.8,1775,4,0.0
155,1295,0.8,1775,5,0.0
155,1295,0.8,1775,6,0.0
155,1295,0.8,1775,7,0.0
155,1295,0.8,1775,8,0.0
155,1295,0.8,1775,9,0.0
15,395,1.0,1905,1,0.0
15,395,1.0,1905,2,0.0
15,395,1.0,1905,3,0.0
15,395,1.0,1905,4,0.0
15,395,1.0,1905,5,0.0
15,395,1.0,1905,6,0.0
15,395,1.0,1905,7,0.0
15,395,1.0,1905,8,0.0
15,395,1.0,1905,9,0.0
190,815,1.05,345,1,0.221
190,815,1.05,345,2,1.39
190,815,1.05,345,3,0.28
190,815,1.05,345,4,1.252
190,815,1.05,345,5,1.6869999999999998
190,815,1.05,345,6,1.198
190,815,1.05,345,7,1.121
190,815,1.05,345,8,0.004
190,815,1.05,345,9,0.092
80,135,1.05,1695,1,17.005
80,135,1.05,1695,2,47.111
80,135,1.05,1695,3,29.21
80,135,1.05,1695,4,37.053
80,135,1.05,1695,5,41.149
80,135,1.05,1695,6,30.189
80,135,1.05,1695,7,27.876
80,135,1.05,1695,8,2.056
80,135,1.05,1695,9,9.179
130,365,1.1,955,1,5.61
130,365,1.1,955,2,15.611
130,365,1.1,955,3,8.372
130,365,1.1,955,4,13.061
130,365,1.1,955,5,15.443
130,365,1.1,955,6,12.135
130,365,1.1,955,7,11.573
130,365,1.1,955,8,0.374
130,365,1.1,955,9,2.818
50,1375,1.1,475,1,0.0
50,1375,1.1,475,2,0.005
50,1375,1.1,475,3,0.001
50,1375,1.1,475,4,0.005
50,1375,1.1,475,5,0.008
50,1375,1.1,475,6,0.004
50,1375,1.1,475,7,0.004
50,1375,1.1,475,8,0.0
50,1375,1.1,475,9,0.0
190,1485,0.85,785,1,0.0
190,1485,0.85,785,2,0.0
190,1485,0.85,785,3,0.0
190,1485,0.85,785,4,0.0
190,1485,0.85,785,5,0.0
190,1485,0.85,785,6,0.0
190,1485,0.85,785,7,0.0
190,1485,0.85,785,8,0.0
190,1485,0.85,785,9,0.0
125,1975,0.7,395,1,0.0
125,1975,0.7,395,2,0.0
125,1975,0.7,395,3,0.0
125,1975,0.7,395,4,0.0
125,1975,0.7,395,5,0.0
125,1975,0.7,395,6,0.0
125,1975,0.7,395,7,0.0
125,1975,0.7,395,8,0.0
125,1975,0.7,395,9,0.0
70,685,1.0,1435,1,0.001
70,685,1.0,1435,2,0.044
70,685,1.0,1435,3,0.006
70,685,1.0,1435,4,0.042
70,685,1.0,1435,5,0.075
70,685,1.0,1435,6,0.036000000000000004
70,685,1.0,1435,7,0.035
70,685,1.0,1435,8,0.0
70,685,1.0,1435,9,0.0
115,1675,0.9,1615,1,0.0
115,1675,0.9,1615,2,0.0
115,1675,0.9,1615,3,0.0
115,1675,0.9,1615,4,0.0
115,1675,0.9,1615,5,0.0
115,1675,0.9,1615,6,0.0
115,1675,0.9,1615,7,0.0
115,1675,0.9,1615,8,0.0
115,1675,0.9,1615,9,0.0
110,475,0.95,1865,1,0.046
